,Date (day),Tick,Total Swap Fees Earned (USDC),Representative Liquidity,Daily % Return
4864,2024-08-14,197389,45.0,9.638714300374587e+17,4.6686724595884305e-15
4866,2024-08-14,197393,20.411799276,9.638714300374587e+17,2.1176890029001837e-15
4867,2024-08-14,197394,15.003,9.638714300374587e+17,1.5565353980267827e-15
4868,2024-08-14,197395,91.078754187,9.638714300374587e+17,9.449263807254919e-15
4872,2024-08-14,197402,57.73907865900001,9.304130642321228e+17,6.2057467676093445e-15
4876,2024-08-14,197412,157.472443938,9.304130642321228e+17,1.6925003527112257e-14
4879,2024-08-14,197416,244.199134992,1.1409366033400678e+18,2.1403392114611118e-14
4880,2024-08-14,197421,178.003395714,9.303919192723357e+17,1.9132087459789777e-14
4882,2024-08-14,197423,50.740860936,9.404101895197165e+17,5.395609437400314e-15
4886,2024-08-14,197428,0.848354151,1.3358075633274714e+18,6.350870995869838e-17
4891,2024-08-14,197433,9.0,1.1843322357119043e+18,7.59921897641339e-16
4892,2024-08-14,197434,146.71384387199998,8.975092845769742e+17,1.634677728611477e-14
4893,2024-08-14,197435,20.877130998,1.0156146097731857e+18,2.055615466447694e-15
4894,2024-08-14,197437,47.1026022,1.0813572341835459e+18,4.355878030960208e-15
4895,2024-08-14,197438,12.782791019999998,9.379273554432321e+17,1.362876447287252e-15
4896,2024-08-14,197440,483.5714784779999,9.196936585286492e+17,5.257962518211016e-14
4897,2024-08-14,197441,3.0,1.1638417388978263e+18,2.577670055759506e-16
4898,2024-08-14,197442,120.05412320399999,2.799454708344012e+18,4.288482426458571e-15
4899,2024-08-14,197443,48.170024214,9.200242187182388e+17,5.235734368070181e-15
4901,2024-08-14,197445,95.011942356,9.200242187182388e+17,1.0327113180603976e-14
4904,2024-08-14,197448,71.52,9.200242187182388e+17,7.773708402985344e-15
4905,2024-08-14,197449,49.24881,9.200242187182388e+17,5.3529906059008485e-15
4906,2024-08-14,197450,9.460159199999998,9.200242187182388e+17,1.0282511055176049e-15
4908,2024-08-14,197452,115.45034438399999,1.7610334041758368e+19,6.555829327838941e-16
4909,2024-08-14,197453,17.611158804000002,9.555056676258323e+17,1.8431244733229963e-15
4911,2024-08-14,197455,36.452720238000005,1.1043576610315758e+18,3.3008074760806816e-15
4912,2024-08-14,197456,117.558547992,9.43834059084138e+17,1.245542549143379e-14
4913,2024-08-14,197457,167.904000753,9.379273554432321e+17,1.7901599711168927e-14
4915,2024-08-14,197461,95.87924582100001,9.67515843063973e+17,9.909837291900593e-15
4917,2024-08-14,197463,271.153681293,6.461161946707881e+18,4.1966705606436524e-15
4918,2024-08-14,197464,81.529873014,1.7610334041758368e+19,4.629660790117492e-16
4920,2024-08-14,197466,118.234209918,1.7610334041758368e+19,6.71391068662514e-16
4923,2024-08-14,197469,107.30576431200001,9.200242187182388e+17,1.166336299945413e-14
4925,2024-08-14,197471,75.618635358,9.200242187182388e+17,8.219200518802704e-15
4927,2024-08-14,197474,408.6337463130001,9.200242187182388e+17,4.441554233021183e-14
4929,2024-08-14,197476,74.82209151600001,9.200242187182388e+17,8.132621945565826e-15
4935,2024-08-14,197484,28.774402521000003,2.566238172196781e+18,1.1212678087618112e-15
4936,2024-08-14,197485,29.990567247,9.20207244520515e+17,3.2591100999891545e-15
4937,2024-08-14,197486,159.068512602,9.20207244520515e+17,1.728616173684707e-14
4938,2024-08-14,197487,147.451491708,1.1780802096310917e+18,1.2516252331763851e-14
4945,2024-08-14,197497,197.485942422,1.1838186497200384e+18,1.6682111104492525e-14
4949,2024-08-14,197510,172.868736291,1.1842516533155372e+18,1.4597297441554857e-14
4952,2024-08-15,197429,60.584395668000006,1.2198136846194977e+18,4.966692572144605e-15
4953,2024-08-15,197433,61.85510815199999,1.0757588687941862e+18,5.749904550759887e-15
4957,2024-08-15,197438,43.973922822,1.2700508164330163e+18,3.4623750682277697e-15
4959,2024-08-15,197441,283.61139736200005,1.0840244780802717e+18,2.616282225141771e-14
4960,2024-08-15,197442,22.822672947,1.1110524068782705e+18,2.0541490937520203e-15
4969,2024-08-15,197455,1.49985,1.493775225210503e+18,1.0040667261626601e-16
4970,2024-08-15,197456,104.87437718100001,1.4938531467903752e+18,7.020394033130253e-15
4972,2024-08-15,197459,86.499867366,1.2425116445630387e+18,6.96169470479449e-15
4973,2024-08-15,197460,13.635614262000004,1.2425116445630387e+18,1.0974234584976723e-15
4974,2024-08-15,197462,341.346514416,1.1780802096310917e+18,2.897481102096524e-14
4975,2024-08-15,197463,166.20465290700002,1.4939267594817697e+18,1.1125354830959383e-14
4982,2024-08-15,197470,43.70777726100001,1.1780802096310917e+18,3.710085009804793e-15
4987,2024-08-15,197476,12.606551145000001,1.4939267594817697e+18,8.438533592753306e-16
4988,2024-08-15,197477,428.712544485,1.1638417388978263e+18,3.683598294824832e-14
4997,2024-08-15,197487,67.456948209,1.1351013821126621e+18,5.942812622027509e-15
5003,2024-08-15,197493,201.357923973,1.493775225210503e+18,1.3479800747440073e-14
5005,2024-08-15,197496,200.525674731,1.493834977141314e+18,1.342354930761744e-14
5008,2024-08-15,197501,15.0,1.1043576610315758e+18,1.358255620374704e-15
5009,2024-08-15,197502,57.913582239,1.0840244780802717e+18,5.342460747893878e-15
5010,2024-08-15,197503,128.703683589,1.47099934368709e+18,8.749404555572512e-15
5014,2024-08-15,197507,100.79741932200001,1.1697487270995354e+18,8.617014661937995e-15
5016,2024-08-15,197509,138.867475281,1.0585809022018688e+18,1.3118267578052179e-14
5019,2024-08-15,197512,214.42846194,1.1842516533155372e+18,1.810666350683715e-14
5020,2024-08-15,197513,73.12687200900001,1.4739677513865907e+18,4.961226047191881e-15
5021,2024-08-15,197515,15.149283521999998,1.4739677513865907e+18,1.0277893466630302e-15
5027,2024-08-15,197522,7.8365208809999976,1.4742822442419968e+18,5.31548210093865e-16
5029,2024-08-15,197524,27.580792415999998,1.3274314345848942e+18,2.0777564623987445e-15
5030,2024-08-15,197525,59.89010802000001,1.3274314345848942e+18,4.5117289269805835e-15
5031,2024-08-15,197526,68.017418475,1.5486666884009405e+18,4.391998548456587e-15
5033,2024-08-15,197529,31.810671741000004,1.4742273270738002e+18,2.1577860589615536e-15
5034,2024-08-15,197530,293.55108904499997,1.196142355834419e+18,2.4541484348676974e-14
5039,2024-08-15,197550,17.330012280000002,1.184391004224587e+18,1.4632002622601687e-15
5040,2024-08-15,197551,15.742965597000003,1.136100110623128e+18,1.3857023205785362e-15
5041,2024-08-15,197552,196.933303395,1.184391004224587e+18,1.6627389324349938e-14
5045,2024-08-15,197565,137.371225632,1.3458394447564861e+18,1.0207103541749418e-14
5046,2024-08-15,197574,232.431518766,1.3274314345848942e+18,1.7509870017405797e-14
5047,2024-08-15,197591,110.486908254,1.27938054315079e+18,8.635969090314501e-15
5048,2024-08-15,197599,44.776660017,1.27938054315079e+18,3.4998703283955245e-15
5049,2024-08-15,197602,38.018229194999996,1.0055971725124018e+18,3.78066190261997e-15
5050,2024-08-15,197603,29.131787837999997,1.4740192067996032e+18,1.9763506271570953e-15
5051,2024-08-15,197605,12.079005818999999,1.3458394447564861e+18,8.975071927086781e-16
5052,2024-08-15,197606,231.648731157,1.3458394447564861e+18,1.7212211460997423e-14
5055,2024-08-15,197612,38.388600462,1.356539404077206e+18,2.829892028688549e-15
5060,2024-08-15,197617,31.128788712,1.4742273270738002e+18,2.1115324713039786e-15
5062,2024-08-15,197619,85.421165529,1.2175901449556703e+18,7.015592716719139e-15
5064,2024-08-15,197626,49.46502987,1.4740192067996032e+18,3.3557927632027732e-15
5065,2024-08-15,197629,30.0,1.1810370593169492e+18,2.54014044380203e-15
5066,2024-08-15,197632,30.0,1.4742822442419968e+18,2.03488851047138e-15
5068,2024-08-15,197636,59.943838080000006,2.392837560272242e+18,2.5051361227036226e-15
5070,2024-08-15,197640,27.344999816999998,4.824559387001726e+19,5.667875058326071e-17
5071,2024-08-15,197642,33.025997715,1.4678006511525455e+18,2.2500329107407975e-15
5072,2024-08-15,197645,20.25,1.4678010654437752e+18,1.3796147500327376e-15
5073,2024-08-15,197646,36.0,1.5248145587968745e+18,2.360942830215702e-15
5075,2024-08-15,197648,26.25,1.4749993038140088e+18,1.7796618569326464e-15
5076,2024-08-15,197649,44.04111606,1.2803446765252298e+18,3.4397859316699513e-15
5078,2024-08-15,197652,79.052278974,1.365819615720463e+18,5.787900397981934e-15
5080,2024-08-15,197658,36.48334821,1.4678010654437752e+18,2.485578534375135e-15
5081,2024-08-15,197661,152.10922695600001,1.4678010654437752e+18,1.0363068302448144e-14
5086,2024-08-15,197672,54.568865345999995,1.365819615720463e+18,3.995320078721756e-15
5087,2024-08-15,197676,9.475088607,1.1839849575686858e+18,8.002710293260062e-16
5088,2024-08-15,197677,40.852233129,1.0718670499805587e+18,3.811315324017187e-15
5089,2024-08-15,197680,121.53808398900001,1.1386211780646271e+18,1.0674145741394389e-14
5090,2024-08-15,197689,74.75123119800001,1.0844285938632146e+18,6.893144612841961e-15
5095,2024-08-15,197761,61.46566392,1.4678010654437752e+18,4.18760180565862e-15
5096,2024-08-15,197766,97.718324076,1.2193659666589967e+18,8.01386349528382e-15
5098,2024-08-15,197773,92.341222101,1.1386211780646271e+18,8.10991608797907e-15
5103,2024-08-15,197788,110.60081376,1.200228739273742e+18,9.214977957195435e-15
5104,2024-08-15,197791,182.876041197,1.3358075633274714e+18,1.3690298379615343e-14
5105,2024-08-15,197796,57.327129909,1.4678010654437752e+18,3.905647111086386e-15
5106,2024-08-15,197800,96.460370646,1.27220725807179e+18,7.582127049974493e-15
5108,2024-08-15,197804,90.05699907,1.4678010654437752e+18,6.1355044079336566e-15
5112,2024-08-15,197818,30.0,1.4678010654437752e+18,2.0438737037522042e-15
5113,2024-08-15,197821,54.66940438800001,1.4678010654437752e+18,3.724578600947619e-15
5115,2024-08-15,197825,30.924439401,1.4678010654437752e+18,2.1068549498327487e-15
5116,2024-08-15,197827,38.074443129,1.4678010654437752e+18,2.5939784365457294e-15
5117,2024-08-15,197830,45.432053811,1.4678010654437752e+18,3.0952460030586e-15
5118,2024-08-15,197831,596.437859964,1.3358075633274714e+18,4.4649983750525005e-14
5119,2024-08-15,197833,32.91542491800001,2.392837560272242e+18,1.375581254009365e-15
5122,2024-08-15,197841,13.122717371999999,1.4678010654437752e+18,8.940392319467675e-16
5125,2024-08-15,197853,130.251035196,1.4678010654437752e+18,8.873888857453573e-15
5129,2024-08-15,197875,68.61011178000001,1.4678010654437752e+18,4.6743467759547115e-15
5132,2024-08-15,197880,148.115072334,1.1530725290626975e+18,1.2845252020217572e-14
5133,2024-08-15,197881,15.016293708000001,1.2047103899629824e+18,1.2464650286996705e-15
5135,2024-08-15,197887,75.545459268,1.5248145587968745e+18,4.9544030670593605e-15
5137,2024-08-15,197891,82.91768401200001,1.256023022833741e+18,6.6016054247897146e-15
5138,2024-08-15,197892,94.965318603,1.0227252624389452e+18,9.285516070712026e-15
5139,2024-08-15,197893,81.165595731,1.211713182710851e+18,6.698416497327849e-15
5142,2024-08-15,197897,45.601297431,1.623211259176253e+18,2.8093260919186665e-15
5143,2024-08-15,197899,402.179725101,1.3534945590030845e+18,2.971417376049337e-14
5144,2024-08-15,197901,44.697237990000005,1.6204451086356867e+18,2.7583308901856157e-15
5145,2024-08-15,197902,92.41221909,1.196142355834419e+18,7.725854589066365e-15
5147,2024-08-15,197904,57.067333905,1.1342714946329637e+18,5.031188227424007e-15
5148,2024-08-15,197908,37.626338922,1.623211259176253e+18,2.318018601047322e-15
5150,2024-08-15,197911,179.221682724,1.211713182710851e+18,1.4790767756033184e-14
5152,2024-08-15,197913,48.935606355000004,1.2193659666589967e+18,4.01320093335729e-15
5155,2024-08-15,197918,23.479407315,1.1987330758249428e+18,1.958685197606812e-15
5157,2024-08-15,197920,16.779876633,1.364576259559319e+18,1.2296767231183513e-15
5159,2024-08-15,197922,56.048580900000005,1.364576259559319e+18,4.107398212988149e-15
5161,2024-08-15,197925,236.54185727100003,1.4675297848863905e+18,1.611836841112646e-14
5163,2024-08-15,197932,139.82110533899998,1.4675297848863905e+18,9.527650258207489e-15
5166,2024-08-15,197943,101.464726113,1.1126045078486932e+18,9.119568130205573e-15
5167,2024-08-15,197951,118.34818602600001,1.4675297848863905e+18,8.064448656840173e-15
5168,2024-08-15,197952,217.10341349100003,1.377930881865908e+18,1.5755754976404342e-14
5171,2024-08-16,197599,11.973604923,1.1990035277998682e+18,9.986296658335251e-16
5172,2024-08-16,197600,137.114414799,1.2042090303662175e+18,1.1386263625452263e-14
5173,2024-08-16,197603,170.248029072,1.4678002368613158e+18,1.1598855538819877e-14
5176,2024-08-16,197608,16.403241978,1.4675297848863905e+18,1.1177450806744522e-15
5177,2024-08-16,197609,48.010205211,1.377930881865908e+18,3.4842244878050474e-15
5178,2024-08-16,197610,153.606171987,1.377930881865908e+18,1.1147596298806812e-14
5181,2024-08-16,197613,48.023186379,1.3357340273248817e+18,3.595265628979866e-15
5183,2024-08-16,197615,129.652107921,1.4675297848863905e+18,8.834717309062118e-15
5184,2024-08-16,197616,13.661980433999998,1.364576259559319e+18,1.0011884889754747e-15
5187,2024-08-16,197620,15.101528793,1.4675297848863905e+18,1.0290441085779456e-15
5188,2024-08-16,197621,123.9140625,1.1126254470565341e+18,1.1137086863132274e-14
5192,2024-08-16,197625,54.24239292,1.0621613999480704e+18,5.106793837796397e-15
5193,2024-08-16,197626,62.000756985,1.0621404348308951e+18,5.837340802760347e-15
5194,2024-08-16,197627,78.107782542,9.962425560501407e+17,7.84023750718684e-15
5195,2024-08-16,197629,34.491965535,1.3253791043984033e+18,2.6024226140683033e-15
5196,2024-08-16,197632,5.345263638,1.3253791043984033e+18,4.0330073261764927e-16
5198,2024-08-16,197634,148.527672942,1.1943320049542756e+18,1.2436045615949673e-14
5199,2024-08-16,197635,157.20566462399998,1.1943320049542756e+18,1.3162643550694978e-14
5203,2024-08-16,197643,76.47108119699999,1.456038034163897e+18,5.251997502998752e-15
5206,2024-08-16,197646,150.59150100899998,1.4485487138127885e+18,1.0396026006790031e-14
5208,2024-08-16,197649,49.84129319400001,1.4562516469239212e+18,3.422574202699176e-15
5210,2024-08-16,197651,31.048211117999998,1.4506443579675343e+18,2.1403048202318147e-15
5213,2024-08-16,197655,168.748432089,1.4563381558936123e+18,1.1587173721027422e-14
5215,2024-08-16,197658,34.346080212,1.4897100127292572e+18,2.3055547669358466e-15
5217,2024-08-16,197660,118.452691785,1.4506443579675343e+18,8.165522523450299e-15
5219,2024-08-16,197662,63.118647921000004,1.4563451772660585e+18,4.3340444907086e-15
5223,2024-08-16,197667,61.40476692300001,1.4506548900262034e+18,4.232899729989595e-15
5224,2024-08-16,197669,39.729776952,1.4634032030805778e+18,2.714889298340042e-15
5225,2024-08-16,197670,90.64064649,1.4634032030805778e+18,6.193825891537915e-15
5227,2024-08-16,197672,528.613550688,1.4660351594514908e+18,3.6057358330053826e-14
5228,2024-08-16,197675,101.18921095500001,1.4660351594514908e+18,6.902236300585001e-15
5229,2024-08-16,197676,192.699154992,1.4662717292860396e+18,1.3142117599568637e-14
5233,2024-08-16,197680,9.1875,1.450464764290293e+18,6.334176621308971e-16
5235,2024-08-16,197682,141.565879449,1.4563381558936123e+18,9.720673655091791e-15
5237,2024-08-16,197684,19.142306667,1.456381410378458e+18,1.3143745539862146e-15
5239,2024-08-16,197686,53.73046875,1.4474416510364488e+18,3.712099117192461e-15
5240,2024-08-16,197687,14.767296765,1.4565111738329948e+18,1.013881460733183e-15
5241,2024-08-16,197689,161.607114249,1.4565111738329948e+18,1.1095494298455005e-14
5242,2024-08-16,197690,4.0035664170000285,1.4565111738329948e+18,2.7487371802745137e-16
5243,2024-08-16,197691,181.462373859,1.444418446265098e+18,1.2563005846970174e-14
5247,2024-08-16,197699,40.41103690799999,1.4444184767709335e+18,2.797737467215235e-15
5248,2024-08-16,197700,198.93493212299998,1.4485487138127885e+18,1.3733396069185319e-14
5250,2024-08-16,197702,30.87890625,1.4448308715977428e+18,2.1371986754306446e-15
5251,2024-08-16,197703,233.05546314000003,1.4444184767709335e+18,1.6134899053701294e-14
5252,2024-08-16,197704,112.89808375500002,1.4444184767709335e+18,7.816161699024307e-15
5254,2024-08-16,197707,39.77986104299999,1.4503350618474273e+18,2.7428048931209497e-15
5260,2024-08-16,197714,72.87471389400001,1.4778768425762696e+18,4.931041057992566e-15
5261,2024-08-16,197715,26.581353828,1.4778768425762696e+18,1.7986176562360066e-15
5263,2024-08-16,197717,52.438531434000005,4.2831787739849784e+18,1.2242900472074462e-15
5264,2024-08-16,197718,116.552588463,4.2831787739849784e+18,2.721170294616537e-15
5265,2024-08-16,197719,469.220071566,1.4778768425762696e+18,3.17496057890754e-14
5266,2024-08-16,197720,331.182698733,1.4782892374030787e+18,2.240310558675182e-14
5267,2024-08-16,197722,203.668598772,1.4778768425762693e+18,1.3781161792680921e-14
5269,2024-08-16,197725,235.08600174600002,1.4444184767709335e+18,1.627547733061031e-14
5273,2024-08-16,197729,173.593795737,1.4444184767709335e+18,1.201824807205992e-14
5274,2024-08-16,197731,4.045454076,1.4444184767709335e+18,2.8007493264997595e-16
5276,2024-08-16,197734,189.605516298,1.444418446265098e+18,1.3126772009058184e-14
5277,2024-08-16,197735,352.95781340400004,1.450464764290293e+18,2.4334118421463412e-14
5280,2024-08-16,197738,50.074132281,1.444418354747591e+18,3.4667333128531415e-15
5283,2024-08-16,197741,160.09585985700002,1.454724837166963e+18,1.1005233138713871e-14
5284,2024-08-16,197742,100.717655505,1.4544154800351846e+18,6.924957612701116e-15
5287,2024-08-16,197745,386.758572228,1.4545706314553738e+18,2.6589191605018718e-14
5288,2024-08-16,197746,74.03236728,1.4545706314553738e+18,5.08963715333141e-15
5293,2024-08-16,197752,172.441140657,1.454841083430299e+18,1.1852919375249526e-14
5295,2024-08-16,197754,97.194013383,1.4546859320101097e+18,6.681443137949074e-15
5297,2024-08-16,197759,217.78018298700002,1.4544002704599928e+18,1.4973882184312387e-14
5301,2024-08-16,197768,32.120066739,1.6096703756106806e+18,1.9954437396422986e-15
5305,2024-08-16,197774,101.45084011499999,1.609972539488876e+18,6.301401895165738e-15
5306,2024-08-16,197775,132.645684615,1.6096636350246408e+18,8.24058404058867e-15
5308,2024-08-16,197780,120.0,1.6096636350246408e+18,7.454973659646789e-15
5315,2024-08-16,197789,73.82429400299999,3.3867959705934587e+18,2.1797679766952115e-15
5318,2024-08-16,197793,39.739193724,3.3867959705934587e+18,1.1733565903893707e-15
5319,2024-08-16,197794,66.13809375,1.609763763272953e+18,4.108558986042076e-15
5320,2024-08-16,197795,175.554047382,1.6100957353146504e+18,1.0903329754344864e-14
5321,2024-08-16,197796,42.029843901,1.6100957353146504e+18,2.6103940889444306e-15
5324,2024-08-16,197801,35.90625,1.609972539488876e+18,2.230239902812211e-15
5325,2024-08-16,197804,24.329772807,1.6096230722743462e+18,1.5115198847530688e-15
5328,2024-08-16,197807,29.163577221,1.454684510259315e+18,2.0048042730448297e-15
5329,2024-08-16,197808,92.966095206,1.4543996609547945e+18,6.392059741334715e-15
5330,2024-08-16,197809,211.76602131600004,1.609807262117845e+18,1.3154743819294424e-14
5332,2024-08-16,197811,0.6,1.609972539488876e+18,3.7267716391640084e-17
5336,2024-08-16,197817,43.817324045999996,1.6100957353146504e+18,2.7214110990385963e-15
5337,2024-08-16,197818,53.00344899299999,1.6094466706218383e+18,3.293271529930294e-15
5338,2024-08-16,197820,34.764100905,1.6067260028837427e+18,2.1636608135180226e-15
5340,2024-08-16,197822,64.011463215,1.6070152332882184e+18,3.98325180054591e-15
5342,2024-08-16,197824,16.510175631,1.6069978470156585e+18,1.02739251714997e-15
5343,2024-08-16,197826,166.37793399,1.607329584774084e+18,1.0351202115985753e-14
5345,2024-08-16,197830,16.090824108,1.607329584774084e+18,1.0010905206016987e-15
5346,2024-08-16,197832,18.257404452,1.6073289765528893e+18,1.1358847328911598e-15
5350,2024-08-17,197603,532.89584994,1.6293850543720845e+18,3.270533558105833e-14
5360,2024-08-17,197627,15.415776978,1.6066404147808773e+18,9.595038713191147e-16
5364,2024-08-17,197641,37.164223215,1.6069973086217892e+18,2.3126499973340464e-15
5365,2024-08-17,197643,22.5,1.6094032779980785e+18,1.3980336878639604e-15
5366,2024-08-17,197644,3.710723928,1.609662721408845e+18,2.3052804035569746e-16
5367,2024-08-17,197645,37.787915598,1.609662721408845e+18,2.347567294403539e-15
5369,2024-08-17,197648,23.531937267,1.6093478154557071e+18,1.4622033249124977e-15
5370,2024-08-17,197650,48.132852,1.609879837866946e+18,2.9898412830472445e-15
5372,2024-08-17,197656,37.610340618,1.7283779495827745e+19,2.1760483942229782e-16
5373,2024-08-17,197658,99.08882983200002,1.609972539488876e+18,6.154690679597437e-15
5375,2024-08-17,197661,19.067163495,1.6100951270934554e+18,1.1842258990883386e-15
5377,2024-08-17,197663,8.213880836999998,1.454684510259315e+18,5.646503265189629e-16
5379,2024-08-17,197667,23.621122005,1.6096703756106806e+18,1.4674508745952763e-15
5380,2024-08-17,197668,48.703125,1.6096230722743462e+18,3.0257471975214693e-15
5381,2024-08-17,197672,42.3046875,1.6091903624791383e+18,2.628942385338729e-15
5382,2024-08-17,197675,54.581635986,1.6096430488968945e+18,3.3909155215130075e-15
5383,2024-08-17,197679,51.96315636600001,1.6091903624791383e+18,3.229149116077537e-15
5384,2024-08-17,197682,1.6202516339999984,1.609150409234042e+18,1.0068988111380095e-16
5385,2024-08-17,197683,115.229908668,1.6092066856334848e+18,7.160665543881845e-15
5386,2024-08-17,197684,22.543732935,1.6092066856334848e+18,1.400922152279362e-15
5387,2024-08-17,197685,26.639173184999997,1.6092066856334848e+18,1.655422726168525e-15
5388,2024-08-17,197687,62.483554011,1.6067260028837427e+18,3.88887426349327e-15
5390,2024-08-17,197690,15.212401698,1.6066404147808773e+18,9.468454520406643e-16
5391,2024-08-17,197691,25.620140124,1.6091903624791383e+18,1.5921136940274298e-15
5392,2024-08-17,197692,41.390625,1.6092066856334848e+18,2.5721136613166665e-15
5394,2024-08-17,197695,23.676239916,1.6093478154557071e+18,1.471169854559735e-15
5395,2024-08-17,197696,49.082362101,1.6093478154557071e+18,3.0498293550733603e-15
5397,2024-08-17,197698,31.86197235,1.6091770447307727e+18,1.980016583901167e-15
5398,2024-08-17,197699,63.78515625,1.6091770447307727e+18,3.963837071804099e-15
5399,2024-08-17,197700,0.037342709999999446,2.6214218245640146e+18,1.4245212140251467e-18
5401,2024-08-17,197704,52.192565394000006,1.6068580575452856e+18,3.2481129959750085e-15
5402,2024-08-17,197708,10.5,1.6068580575452856e+18,6.534491301640114e-16
5403,2024-08-17,197709,20.670379952999998,1.606387138537682e+18,1.2867620424187754e-15
5404,2024-08-17,197710,72.392255322,1.606425651860675e+18,4.506418036723343e-15
5406,2024-08-18,197391,411.10909048800005,1.606387138537682e+18,2.559215525481851e-14
5409,2024-08-18,197402,17.174533506,1.6292243495577265e+18,1.0541539911714581e-15
5410,2024-08-18,197403,124.12858646400002,1.629178088721073e+18,7.619092554911703e-15
5420,2024-08-18,197416,311.57539457999997,1.6295560174888264e+18,1.9120262895910935e-14
5422,2024-08-18,197420,98.65601579700001,1.6290850984812227e+18,6.055915426945828e-15
5426,2024-08-18,197429,53.630005364999995,1.629178088721073e+18,3.2918442579288728e-15
5430,2024-08-18,197435,117.2578125,1.6290850984812227e+18,7.197770859810707e-15
5432,2024-08-18,197442,187.42343016,1.6290850984812227e+18,1.1504827484747895e-14
5433,2024-08-18,197449,14.646662835,1.6290850984812227e+18,8.990729120691679e-16
5437,2024-08-18,197454,186.470771487,1.6293850543720845e+18,1.1444242168948836e-14
5438,2024-08-18,197455,55.682138814000005,1.6292243495577265e+18,3.4177084837404762e-15
5442,2024-08-18,197459,69.7265625,1.6290850984812227e+18,4.280105598228434e-15
5445,2024-08-18,197463,127.421352897,1.6290850984812227e+18,7.82165112281694e-15
5447,2024-08-18,197465,108.810259566,1.606387138537682e+18,6.773601266818632e-15
5449,2024-08-18,197471,104.37122456700001,1.6065263896141855e+18,6.496701532059192e-15
5450,2024-08-18,197473,58.26525520199999,1.606858361655883e+18,3.626035535699431e-15
5451,2024-08-18,197475,97.469190528,1.606387138537682e+18,6.067602770819471e-15
5455,2024-08-18,197479,19.955544047999997,1.606387138537682e+18,1.242262439063464e-15
5456,2024-08-18,197481,137.26589135700002,1.6070152332882184e+18,8.54166709273386e-15
5458,2024-08-18,197483,24.870915153,1.606387138537682e+18,1.5482516360060228e-15
5459,2024-08-18,197484,26.153126973,1.606387138537682e+18,1.6280712379711644e-15
5462,2024-08-18,197490,40.805114808,1.6092303157242345e+18,2.5356914053434075e-15
5465,2024-08-18,197493,14.241672879000001,1.6094032779980785e+18,8.849039313946896e-16
5466,2024-08-18,197494,70.445997057,1.6094032779980785e+18,4.3771500915933954e-15
5467,2024-08-18,197495,618.5311430129999,1.6094032779980785e+18,3.8432327774452213e-14
5468,2024-08-18,197496,55.34544198900001,1.6065313236860086e+18,3.4450272567369557e-15
5470,2024-08-18,197499,71.5546875,1.6065313236860086e+18,4.4539864517441015e-15
5472,2024-08-18,197504,42.749247729000004,1.6092303157242345e+18,2.6565027585725475e-15
5473,2024-08-18,197506,79.32421875,1.6092303157242345e+18,4.9293266460929256e-15
5483,2024-08-18,197533,803.020559385,1.4538192934092972e+18,5.523523886533838e-14
5492,2024-08-18,197558,11.493130266000001,1.6091903624791383e+18,7.14218189095636e-16
5498,2024-08-18,197574,196.330644156,1.6096630255194424e+18,1.2197002791478273e-14
5501,2024-08-18,197582,207.12529613100003,1.6096430488968945e+18,1.2867778124655973e-14
5504,2024-08-18,197587,13.977189843,1.6092303157242345e+18,8.685636671410557e-16
5505,2024-08-18,197588,179.097619692,1.6094466706218383e+18,1.1127900225659695e-14
5508,2024-08-18,197596,121.638689496,4.133691047677638e+19,2.94261685484062e-16
5511,2024-08-18,197600,182.44218590999998,1.6092303157242345e+18,1.1337232720966473e-14
5516,2024-08-18,197608,90.441351393,1.606495216000013e+18,5.62973051474056e-15
5519,2024-08-18,197613,114.62578056600002,1.6066196262063972e+18,7.13459357126479e-15
5520,2024-08-18,197614,55.884016281,1.6066666502383135e+18,3.4782583103166323e-15
5523,2024-08-18,197617,25.871332953000003,1.6066663797477732e+18,1.6102492265420705e-15
5527,2024-08-18,197621,57.039126044999996,1.6066196262063972e+18,3.550257018811767e-15
5528,2024-08-18,197622,10.5,1.6066196262063972e+18,6.535461056698867e-16
5529,2024-08-18,197623,67.347155937,1.6066196262063972e+18,4.191854427673232e-15
5530,2024-08-18,197624,106.75176378600001,1.6066661092572326e+18,6.644302955724368e-15
5531,2024-08-18,197626,10.218240903,1.6066661092572326e+18,6.35990318344608e-16
5532,2024-08-18,197627,53.138335992,1.6066661092572326e+18,3.3073664581476755e-15
5534,2024-08-18,197630,185.064085665,1.6066661092572326e+18,1.1518515552092884e-14
5536,2024-08-18,197632,78.06116199899999,1.6293640692007736e+18,4.790897471876258e-15
5539,2024-08-18,197635,43.721918142,1.6293640692007736e+18,2.6833731618646915e-15
5540,2024-08-18,197637,23.919141303,1.6292943265208858e+18,1.468067550083216e-15
5542,2024-08-18,197641,75.11448819299999,3.0154455029587046e+18,2.4909914014131213e-15
5543,2024-08-18,197642,80.76070893,1.629178088721073e+18,4.95714431031897e-15
5547,2024-08-18,197646,52.354683111,1.6293640692007736e+18,3.213197351079475e-15
5548,2024-08-18,197647,44.762462364,1.6293640692007736e+18,2.7472351459153407e-15
5550,2024-08-18,197650,23.989884093,1.629363834917502e+18,1.4723466655447557e-15
5551,2024-08-18,197651,13.556314938,1.6293640692007736e+18,8.320003610150534e-16
5552,2024-08-18,197653,70.31323434000001,1.6293640692007736e+18,4.315378967113817e-15
